file,artist,title,lyrics,mood,year
TRAIOWX128F14750E5.h5,30 Seconds To Mars,The Mission,"I open up my head inside
And find another person's mind
I'm gonna take this chance I've got
I'm underlying as we speak
Hiding my face among the weak
Some say the day is on the way

Into the wild
I'm with a mission
Over the hill
Come here with me

Into the wild
Into the wild

On my way
See the change (Rearrange)

High above the serpentine
I cross below the well-worn lines
Entangled in a missing memory
A violent oversight
A formless order will give rise
To something some new world is here to seize

Into the wild
Into the wild

Into the wild
I'm with a mission
Over the hill
Come here with me

Into the wild
I'm with a mission
Over the hill
Come here with me",0,2002
TRAIPST128F9302AE9.h5,Eminem,Beautiful,"Lately I've been hard to reach, I've been too long on my own
Everybody has a private world where they can be alone
Are you calling me? Are you trying to get through?
Are you reaching out for me? I'm reaching out for you

I'm just so fuckin' depressed, I just can't seem to get out this slump
If I could just get over this hump, but I need something to pull me out this dump
I took my bruises, took my lumps, fell down and I got right back up
But I need that spark to get psyched back up in order for me to pick the mic back up

I don't know how or why or when, I ended up in this position I'm in
I'm startin' to feel distant again, so I decided just to pick this pen
Up and try to make an attempt to vent, but I just can't admit
Or come to grips with the fact that I may be done with rap, I need a new outlet

And I know some shit's so hard to swallow, but I just can't sit back and wallow
In my own sorrow, but I know one fact, I'll be one tough act to follow
One tough act to follow, I'll be one tough act to follow
Here today, gone tomorrow, but you'd have to walk a thousand miles

In my shoes just to see what it's like to be me
I'll be you, let's trade shoes, just to see what it'd be like to
Feel your pain, you feel mine, go inside each others' minds
Just to see what we'd find, look at shit through each others' eyes

But don't let 'em say you ain't beautiful, oh
They can all get fucked, just stay true to you
So don't let 'em say you ain't beautiful, oh
They can all get fucked, just stay true to you (so)

I think I'm startin' to lose my sense of humor, everything's so tense and gloom I
Almost feel like I gotta check the temperature of the room, just as soon as I
Walk in, it's like all eyes on me and so I try to avoid any eye contact
'Cause if I do that, then it opens the door for conversation, like I want that

I'm not lookin' for extra attention, I just wanna be just like you
Blend in with the rest of the room, maybe just point me to the closest restroom
I don't need no fuckin' man servant, tryin' to follow me around and wipe my ass
Laugh at every single joke I crack and half of 'em ain't even funny like ""Hah!

Marshall you're so funny man, you should be a comedian, Goddamn!""
Unfortunately I am, I just hide behind the tears of a clown
So why don't you all sit down, listen to the tale I'm about to tell
Hell, we don't gotta trade our shoes and you ain't gotta walk no thousand miles

In my shoes just to see what it's like to be me
I'll be you, let's trade shoes, just to see what it'd be like to
Feel your pain, you feel mine, go inside each others' minds
Just to see, what we'd find, look at shit through each others' eyes

But don't let 'em say you ain't beautiful, oh
They can all get fucked, just stay true to you
So don't let 'em say you ain't beautiful, oh
They can all get fucked, just stay true to you (so)

Nobody asked for life to deal us, with these bullshit hands we're dealt
We gotta take these cards ourselves and flip 'em, don't expect no help
Now I could have either just sat on my ass and pissed an' moaned
Or take this situation in which I'm placed in and get up and get my own

I was never the type of kid to wait by the door and pack his bags
Or sat on the porch and hoped and prayed for a dad to show up who never did
I just wanted to fit in, in every single place, every school I went
I dreamed of being that cool kid, even if it meant actin' stupid

Aunt Edna always told me, ""Keep makin' that face, it'll get stuck like that""
Meanwhile I'm just standin' there, holdin' my tongue tryin' to talk like this
Till I stuck my tongue on that frozen stop sign pole at 8 years old
I learned my lesson then 'cause I wasn't tryin' to impress my friends no more

But I already told you my whole life story, not just based on my description
'Cause where you see it from where your sittin' it's probably 110% different
I guess we would have to walk a mile in each others' shoes at least
What size you wear, I wear 10's, let's see if you can fit your feet

In my shoes just to see what it's like, to be me
I'll be you, let's trade shoes, just to see what it'd be like to
Feel your pain, you feel mine, go inside each others' minds
Just to see what we'd find, look at shit through each others' eyes

But don't let 'em say you ain't beautiful, oh
They can all get fucked, just stay true to you
So don't let 'em say you ain't beautiful, oh
They can all get fucked, just stay true to you (so)

Lately I've been hard to reach, I've been too long on my own. (Oh)
Everybody has their private world, where they can be alone. (So)
Are you calling me? Are you trying to get through? (Oh)
Are you reaching out for me? I'm reaching out for you. (So)

Spoken
Yeah, to my babies, stay strong. Dad'll be home soon.
And to the rest of the world, God gave you them shoes, to fit you.
So put 'em on and wear 'em.
Be yourself, man. Be proud of who you are.
Even if it sounds corny, don't ever let no one tell you you ain't beautiful. (So)",0,2009
TRAISYO128E07888A6.h5,Mariah Carey,Mine Again,"I remember when you used to be mine
Way back when
I was too naive to love you right
But now if I only had the opportunity
I would do anything
Because my heart still believes

Maybe you could be mine again
Maybe we could make the dream for real
Like way back then
When love was yours and mine
Maybe we could bring it back to life

Its irrelevant to dwell in the past
I'm accountable for what went bad
And I mean that
But I keep on praying for another chance
Just to have you back
'cause I've grown
And I know how to be your everything

Maybe you could be mine again
Maybe we could make the dream for real
Like way back then
When love was yours and mine
Maybe we could bring it back to life

Oh, no it ain't over yet
I just can't accept the possibility
We were made for each other's arms
I know you're my destiny
We can't erase what was meant to be
Part of you and part of me
If we try one more time
Maybe somehow we'll survive

Maybe you could be mine again
Maybe we could make the dream for real
Like way back then
When love was yours and mine
Boy, maybe we could bring it back 
Maybe we could bring it back
Maybe we could bring it back
To life

Maybe you could be mine again",0,2005
TRAIUPS128F92F2825.h5,Ensiferum,Into Battle,"We left our homes behind, now we're following the wolves' trail
Through the deepest forests, beneath the stars we ride
I can see the moon glowing red like the blood of warriors
There's a prophecy, that tonight many men will die
The fire will burn forever in our passionate hearts
Our destinies are calling us now
We are ready to take their lives

Into battle we ride with Gods by our side
We are strong and not afraid to die
We have an urge to kill and our lust for blood has to be fulfilled
WE'LL FIGHT TILL THE END! And send our enemies straight to Hell!

Prominent leaders, cast your swords in the wind as a sign of war
Men, prepare for death, 'cause we might never return

Blood will spill and heads will fall
as the swords sparkle, lights the night
The ground rumbles as we attack
in the throes of rage, we will fight
The lightning's flash, the thunder's roar
will petrify the weak
We'll show no mercy, we'll kill them all!
We are sworn in the name of steel

Into battle we ride with Gods by our side
We are strong and not afraid to die
We have an urge to kill and our lust for blood has to be fulfilled
WE'LL FIGHT TILL THE END! And send our enemies straight to Hell!
Into battle we ride with Gods by our side
We are strong and not afraid to die
We have an urge to kill and our lust for blood has to be fulfilled
WE'LL FIGHT TILL THE END! And send our enemies straight to Hell!",0,2004
TRAIUYZ128F425BD2F.h5,Múm,Nightly Cares,"Skar the fire son, pet the smiling one
Woo the sleeping one, r' the crying one
H'-hviss my little one, r'-r' my crying one
Ligg-ligg my tired one, rura sleeping one

Touch a feal, you blind a must
Soft the skin of the warmest rust
Cause nothing blows in the faraway
I go away, go away past the hills, past the day
Touch a feal, you blind a must
Soft the skin of the warmest rust
Cause nothing blows in the faraway
I go away, go away past the hills, past the day",0,2004
TRAIVZI128F42642DE.h5,Backstreet Boys,Shape Of My Heart,"Hmm, yeah yeah
Baby, please try to forgive me
Stay here, don't put out the glow
Hold me now, don't bother 
If every minute it makes me weaker
You can save me 
From the man that I've become, oh yeah

Lookin' back on the things I've done
I was tryin' to be someone
I played my part, kept you in the dark
Now let me show you the shape of my heart

Sadness is beautiful
Loneliness is tragical
So, help me 
I can't win this war, oh no
Touch me now, don't bother 
If every second it makes me weaker
You can save me
From the man I've become

Lookin' back on the things I've done
I was tryin' to be someone
I played my part, kept you in the dark
Now let me show you the shape of my heart

I'm here with my confession
Got nothing to hide no more
I don't know where to start
But to show you the shape of my heart

I'm lookin' back on things I've done
I never wanna play the same old part
I'll keep you in the dark
Now let me show you the shape of my heart

Lookin' back on the things I've done
I was tryin' to be someone
I played my part, kept you in the dark
Now let me show you the true shape of my heart

Lookin' back on the things I've done
I was tryin' to be someone
I played my part, kept you in the dark
Now let me show you the shape of
Show you the shape of my heart",0,2000
TRAIXFB128F423C5A8.h5,Joy Division,Passover,"This is a crisis I knew had to come, destroying the balance I'd kept
Doubting, unsettling and turning around, wondering what will come next
Is this the role that you wanted to live? I was foolish to ask for so much
Without the protection and infancy's guard, it all falls apart at first touch

Watching the reel as it comes to a close, brutally taking its time
People who change for no reason at all, it's happening all of the time
Can I go on with this train of events disturbing and purging my mind?
Back out of my duties, when all's said and done. I know that I'll lose every time

Moving along in our God-given ways, safety is sat by the fire
Sanctuary from these feverish smiles, left with a mark on the door
Is this the gift that I wanted to give? Forgive and forget's what they teach
Or pass through the deserts and wastelands once more and watch as they drop by the beach

This is the crisis I knew had to come, destroying the balance I'd kept
Turning around to the next set of lives, wondering what will come next",0,1980
TRAIYDL128E0791583.h5,Rihanna,Music Of The Sun,"Oh, Oh, Oh, Oh, Oh Oh,
Oh, Oh, Oh, Oh yeah
Listen, closely hear the music playing
Let it take you to places far away and
Relax your senses just do what you want to do
No need for questions
It's only for you
And it's so amazing
Oh how you can't escape it
The moon it takes you
And never let's you go

Can't you feel the music in the air
Close your eyes let the rhythm take you there
Doesn't matter who you are or where you're from
Come and dance to the music of the sun
Forget about your troubles it's alright
Let them go till we see the morning light
Feel the beat as our bodies move as one
Come and dance to the music of the sun (the sun)
Come and dance to the music of the sun the sun (the sun yeah)

So real
So right
Can't explain the feeling
Like the sunlight brings the life you needin
No need for stress, (no need for stress)
Let go another day
No second guessing
Just trust me when I say
And it's so amazing
On how you can't escape it
the moment takes you it never lets you Go!

Can't you feel the music in the air
Close your eyes let the rhythm take you there (let the rythm take you there)
Doesn't matter who you are or where you're from
Come and dance to the music of the sun (music of the sun)
Forget about your troubles it's alright
Let them go till we see the morning light (see the morning light)
Feel the beat as our bodies move as one
Come and dance to the music of the sun (come and dance with the music of the sun)
Come and dance to the music of the sun the sun (of the sun yeah)

And it's so amazing
Oh how you cant escape it
The moment takes you
And never let's you gooooooo

Can't you feel the music in the air
Close your eyes let the rhythm take you there (let the rythm take you there)
Doesn't matter who you are or where you're from
Come and dance to the music of the sun
Forget about your troubles it's alright (it's alright, it's alright)
Let them go till we see the morning light
Feel the beat as our bodies move as one
Come and dance to the music of the sun (come and dance with the music of the sun)
Come and dance to the music of the sun the sun
Let it take you far
Come and dance to the music of the sun
It'll take you far away

Cant you feel the music in the air
Close your eyes let the rhythm take you there
Doesn't matter who you are or where you're from
Come and dance to the music of the sun",1,2005
TRAIYZW128F9330F7D.h5,Kanye West,Street Lights,"Let me know
Do I still got time to grow?
Things ain't always set in stone
That be known let me know, let me

Seems like street lights, glowing
Happen to be just like moments passing in front of me
So I hopped in the cab and I paid my fare
See I know my destination but I'm just not there

All the street lights, glowing
Happen to be just like moments, passing in front of me
So I hopped in the cab and I paid my fare
See I know my destination, but I'm just not there in the streets

In the streets
I'm just not there in the streets
I'm just not there
Life's just not fair

Seems like street lights glowing
Happen to be just like moments passing in front of me
So I hopped in the cab and I paid my fare
See I know my destination but I'm just not there

All the street lights, glowing
Happen to be just like moments, passing in front of me
So I hopped in the cab and I paid my fare
See I know my destination but I'm just not there

All the street lights, glowing
Happen to be just like moments, passing in front of me
So I hopped in the cab and I paid my fare
See I know my destination but I'm just not there in the streets

In the streets
I'm just not there in the streets
I'm just not there
Life's just not fair
Life's just not fair",0,2008
TRAIZWI128F4247EFD.h5,Ashton Shepherd,Old Memory,"I've got a pocket full of money I shouldn't spend
To drink him away again
My heart stops cold in my chest
There he is in the back of the bar, looking his best

He passes me by and grabs a stranger's hand
He pulls her on the floor to dance
Oh no, I don't understand
He don't even know who I am

He's just an old memory
That don't remember me
And I can't get over him
Though it's been so long since he chose to leave
And I'm a grown woman
I should've already set myself free
From that old memory that don't remember me
He don't remember me

But I remember the smell of his cologne
And tonight he has it on
And I remember the feel of his skin
And I can't help but go back there again

No, he's just an old memory
That don't remember me
And I can't get over him
Though it's been so long since he chose to leave
And I'm a grown woman
I should've already set myself free
From that old memory that don't remember me
He don't remember me",0,2008
TRAJDHN128F92C2EEF.h5,Michael Jackson,Dirty Diana,"Oh no...
Oh no...
Oh no...

You'll never make me stay
So take your weight off of me
I know your every move
So won't you just let me be
I've been here times before
But I was too blind to see
That you seduce every man
This time you won't seduce me

She's saying, ""That's okay
Hey Baby, do as you please
I have the stuff that you want
I am the thing that you need""
She looked me deep in the eyes
She's touching me so to start
She says, ""There's no turning back""
She trapped me in her heart

Dirty Diana, No
Dirty Diana, No
Dirty Di...ana, No
Dirty Diana
Let Me Be!

Oh no...
Oh no...
Oh no...

She likes the boys in the band
She knows when they come to town
Every musician's fan
After the curtain comes down
She waits at backstage doors
For those who have prestige
Who promised fortune and fame
A life that's so carefree

She's saying, ""That's okay
Hey baby, do what you want
I'll be your night loving thing
I'll be the freak you can taunt
And I don't care what you say
I wanna go too far
I'll be your everything
If you'll make me a star""

Dirty Diana, No
Dirty Diana, No
Dirty Di...ana, No
Dirty Diana ...
Dirty Diana, No
Dirty Diana, No
Dirty Di...ana, No
Dirty Diana ...
Diana!
Diana!
Dirty Diana!
It's Dia ...Aa ...Aa ... Come On!

She said, ""I have to go home
'Cause I'm real tired you see
Now I hate sleepin' alone
Why don't you come with me?""
I said, ""My Baby's at home
She's probably worried tonight
I didn't call on the phone
To say that I'm alright""

Diana walked up to me
She said, ""I'm all yours tonight""
At that I ran to the phone
Sayin', ""Baby I'm alright""
I said, ""But unlock the door
Because I forgot the key""
She said, ""He's not coming back
Because he's sleeping with me""

Dirty Diana, No
Dirty Diana, No
Dirty Di...ana, No
Dirty Diana, No
Dirty Diana, No
Dirty Diana, No
Dirty Di...ana, No
Dirty Diana ...

Come On!
Come On!
Come On!
Come On!
Come On!
Come On!
Come On!
Come On!
Come On!
Come On!
Come On!...",0,1987
TRAJFFF128F429874A.h5,Lifehouse,Better Luck Next Time,"Sometimes we fall
Ain't nothing new to me
Don't get me wrong
I must say you gave up for this time now

Stop tell me where you going
Maybe the one you love isn't there
You're going under
But you're over it all so you don't care about all that I had to see
Watch you wait until you come around
Around

Don't close your eyes
You need to see it all
It's no surprise
That they break you down
Least they won't give you up

Stop tell me where you going
Maybe the one you love isn't there
You're going under
But you're over it all so you don't care about all that I had to see
Watch you wait until you come around

It's all wonderful
Living happily
Till you lose it all
Think you have everything

Stop tell me where you going
Maybe the one you love isn't there
You're going under
But you're over it all so you don't care about all that I had to see
Watch you wait until you come around
Around

Stop tell me where you going
Maybe the one you love isn't there
You're going under
But you're over it all so you don't care about all that I had to see
Watch you wait until you come around
Around",0,2005
TRAJKMI128F4281107.h5,Baby D,Let Me Be Your Fantasy,"(Let me be your fantasy)
(Let me be your fantasy)

(Let me be your fantasy)

I'll take you up to the highest heights
Let's spread our wings and fly away
Surround you with love that's pure delight
Release your spirit, set you free

Come and feel my energy
Let's be as one in soul and mind
I'll fill your world with ecstasy
Touch all your dreams deep down inside

Let me be your fantasy
Let me be your fantasy, yeah
Let me be your fantasy
Let me be your fantasy

(Let me be your fantasy)
(Let me touch your dreams)
(Just spread your wings, fly away)

Come take a trip to my wonderland
Let's spread our wings and fly away
Lotions of love flow through your hands
See visions, colours every day

Let me feel your warm embrace
Release the colours in your mind
I'll put a smile upon your face
I've got what it takes to make you mine

Let me be your fantasy
Let me be your fantasy, yeah
Let me be your fantasy
I'll take you higher, yeah

(Let me be your fantasy)
(Let me be your fantasy)
(Underground is where we wanna go)
(Movin' off the crowd)

(Let me be your fantasy)
(Let me be your fantasy)
(Let me be your fantasy)
(Let me be your fantasy)

Let me be your fantasy (Let me be your fantasy)
(Let me be your fantasy) Let me be, let me be
(Let me be your fantasy) Let me be your fantasy
(Let me be your fantasy)

(Let me be your fantasy)
(Let me be your fantasy) Let me be, let me be your fantasy
(Let me be your fantasy)
(Let me be your fantasy) I'll take you higher

(Let me be your fantasy)",1,0
TRAJKXS128F42340B5.h5,The Cure,Cut Here,"So we meet again and I offer my hand
All dry and English slow
And you look at me and I understand, yeah it's the look I used to know
""Three long years and your favourite man
Is that any way to say hello?""
And you hold me
Like you'll never let me go
Like you'll never let me go

""Oh come on and have a drink with me
Sit down and talk a while""
""Oh I wish I could and I will!
But now I just don't have the time""
And over my shoulder as I walk away
I see you give that look goodbye
I still see that look in your eyes

So dizzy, Mr. Busy, too much rush to talk to Billy
All the silly frilly things have to first get done
In a minute, sometime soon, maybe next time, make it June
Until later doesn't always come
Until later doesn't always come

It's so hard to think it ends sometime
And this could be the last
I should really hear you sing again
And I should really watch you dance
Because it's hard to think I'll never get another chance
To hold you
To hold you

But chilly, Mr. Dilly, too much rush to talk to Billy
All the tizzy, fizzy idiot things must get done
In a second, just hang on, all in good time, won't be long
Until later

I should've stop to think, I should've made the time
I could've had that drink, I could've talked a while
I would've done it right, I would've moved us on
But I didn't, now it's all too late
It's over and you're gone

I miss you, I miss you, I miss you, I miss you
I miss you, I miss you so much

But how many times can I walk away
And wish ""if only""
How many times can I talk this way
And wish ""if only""
Keep on making the same mistake
Keep on aching the same heartbreak
I wish ""if only""
But ""if only""
Is a wish too late",0,2001
TRAJNWY128E078907F.h5,Cut Copy,Future,"Gold is the sun
as she wonders where he's gone.
Far away, will they meet again one day?

Gold is the sun
as she wonders where he's gone.
Far away, will they meet again one day?

Future.
Future.
Future.

Gold is the sun
as she wonders where he's gone.
Far away, will they meet again one day?
Will they meet again one day?
Will they meet again one day?
Will they meet again one day?
Will they meet again one day?

Will they meet again one day?
Will they meet again one day?

Future.
It's the a time to think.
Future.
It's a time to think.
Future.
It's a time to think about the past.

Will they meet again one day?
Will they meet?

Will they meet again one day?
Will they meet again one day?
Will they meet again one day?
Will they meet again one day?
Will they meet again one day?
Will they meet again one day?",1,2004
TRAJNYD128F9340A32.h5,The Cars,Drive,"Who's gonna tell you when
It's too late?
Who's gonna tell you things
Aren't so great?

You can't go on
Thinking nothing's wrong 
But now
Who's gonna drive you home tonight?

Who's gonna pick you up 
When you fall? 
Who's gonna hang it up 
When you call? 

Who's gonna pay attention 
To your dreams? 
Yeah, who's gonna plug their ears 
When you scream? 

You can't go on
Thinking nothing's wrong
But now
Who's gonna drive you home tonight?

Who's gonna hold you down 
When you shake?
Who's gonna come around 
When you break? 

You can't go on 
Thinking nothing's wrong
But now
Who's gonna drive you home tonight?

Oh, you know you can't go on 
Thinking nothing's wrong
Who's gonna drive you home tonight?",0,1984
TRAJPIQ128F14819A8.h5,The Rapture,The Devil,"You say you're falling in love.
I cry from heaven above.
This time can only be kept...
by those who never have wept.
It's strange these things that we're told.
Live fast and never grow old.
Live fast and die in your shoes
the devil, the devil, may choose.

Heeee, liii Heee, liii.

Keep up with wishes of sin.
Your life will never begin.
Cleanse now the scum in your soul.
Out the lies, the lies you've been told.
These things can always be found...
ind arkness, always in doubt.
Look up, don't age with content.
Get strong and go deep within.

Heee, liii. Heee, liii.

You say, you're falling in love.
Cry for shelter from heaven above.
Release the sin that lives in your heart.
Let the devil cry out in the dark.
Lifestyle is taking its toll.
Let yourself go just lose all control.
Just 'cause you know you are bored.
Don't you fall down upon your own sword.

Heee, liii. Heee, liii. Heeee, liii. He, l",1,2006
TRAJUPI128F9324529.h5,Reel Big Fish,Veronica Sawyer (Album),"Looking out my window
Nothing to do but to drive in circles
Well, I don't want to have to go home tonight

Up and down the boulevard
How did I survive in suburbia
When there's nothing to do
And they take away what I love to do the most, yeah

Friday night
Saturday
Sunday morning
Just waiting for the afternoon so I can be a kid again

I head back to my backyard
I know life's rough but sometimes it's really hard
To do what I love to do the most, yeah

Now I'm stuck, I'm back in the loop again
I know I'm not gonna lose, I know I'm never gonna win
Sometimes life is just that way
And I say

Friday night, you're not gonna get it
Saturday, you try to give me one more
Sunday morning
Just waiting for the afternoon so I can be a kid again

Friday night, you're not gonna get it
Saturday, you try to give me one more
Sunday morning
Just waiting for the afternoon so I can be a kid again

And now the weekend comes and I try to get inside
But the guy at the door tells me that I'm denied

Friday night, you're not gonna get it
Saturday, you try to give me one more
Sunday morning
Just waiting for the afternoon so I can be a kid again

Friday night, you're not gonna get it
Saturday, you try to give me one more
Sunday morning
Just waiting for the afternoon so I can be a kid again

Friday night
Saturday
Sunday morning
Just waiting for the afternoon so I can be a kid again

Friday night, you're not gonna get it
Saturday, you try to give me one more
Sunday morning
Just waiting for the afternoon so I can be a kid again

You try to give me one more
You try to give me one more

Friday night, you're not gonna get it
Saturday, you try to give me one more
Sunday morning
Just waiting for the afternoon so I can be a kid again",1,0
TRAJVHI128F930EFAF.h5,Beyoncé,Ring The Alarm,"Ring the alarm
I been through this too long
But I'll be damn if I see another chick on your arm
Won't you ring the alarm?
I been through this too long
But I'll be damn if I see another chick on your arm

She gon' be rockin' chinchilla coats
I let you go
Bitch in the house off the coast
I let you go
She gon' take everything I own
I let you go
I can't let you go
Damn, if I let you go
She gon' rock them VVS stones
I let you go
It's in the 'Bach or the Rolls
I let you go
She gon' profit everything I taught
I let you go
I can't let you go
Damn, if I let you go

Tell me how should I feel
When I know what I know,
And my female intuition
Telling me you a dog?
People told me 'bout the flames
I couldn't see through the smoke
When I need answers, accusations
What you mean you gone choke?

You can't stay, you gotta go.
Ain't no other chicks spending your dough
This is taking a toll, the way the story unfolds
Not the picture perfect movie everyone would've saw

She gon' be rockin' chinchilla coats
I let you go
Bitch in the house off the coast
I let you go
She gon' take everything I own
I let you go
I can't let you go
Damn, if I let you go
She gon' rock them VVS stones
I let you go
It's in the 'Bach or the Rolls
I let you go
She gon' profit everything I taught
I let you go
I can't let you go
Damn, if I let you go

Ring the alarm
I been through this too long
But I'll be damn if I see another chick on your arm
Won't you ring the alarm?
I been through this too long
But I'll be damn if I see another chick on your arm

Tell me how should I feel
When you made me belong
And the thought of you just touching her
Is what I hate most
I don't want you but I want it
And I can't let it go
To know you give it to her like you gave it to me, come on

He's so arrogant and bold
Oh
She gon' love that... I know
I done put in a call, time to ring the alarm
'Cause you ain't never seen a fire like the one I'ma cause

She gon' be rockin' chinchilla coats
I let you go
Bitch in the house off the coast
I let you go
She gon' take everything I own
I let you go
I can't let you go
Damn, if I let you go
She gon' rock them VVS stones
I let you go
It's in the 'Bach or the Rolls
I let you go
She gon' profit everything I taught
I let you go
I can't let you go
If I let you go

How can you look at me
And not see all the things that I kept only just for you?
Why would you risk it baby? Is that the price that I pay?
But this is my show and I won't let you go
All has been paid for, and it's mine
How could you look at me
And not see all the things?

She gon' be rockin' chinchilla coats
I let you go
Bitch in the house off the coast
I let you go
She gon' take everything I own
I let you go
I can't let you go
Damn, if I let you go
She gon' rock them VVS stones
I let you go
It's in the 'Bach or the Rolls
I let you go
She gon' profit everything I taught
I let you go
I can't let you go
Damn, if I let you go.",1,2006
TRAJZWM128F4262BBD.h5,Neil Diamond,Song Sung Blue,"Song sung blue
Everybody knows one
Song sung blue
Every garden grows one

Me and you
The subject too
The blues now and then
But when you take the blues and make a song
You sing them out again
Sing them out again

Song sung blue
Weeping like a willow
Song sung blue
Sleeping on my pillow

Funny thing,
But you can sing it with a cry in your voice
And before you know, it got to feeling good
You simply got no choice

Me and you
The subject to the blues now and then
But when you take the blues and make a song
You sing them out again

Song sung blue
Weeping like a willow
Song sung blue
Sleeping on my pillow

Funny thing, but you can sing it with a cry in your voice
And before you know, it start to feeling good
You simply got no choice

Song sung blue
Song sung blue

Funny thing, but you can sing it with a cry in your voice
And before you know, it start to feeling good
You simply got no choice",0,1972
TRAKAGL128F148B3B7.h5,Tesla,Gettin' Better,"Fallin' rain
Outside my window
But I'll live on I know
It's gettin' better every day

Soon the sun will shine through my window
When it's gonna come
You know I really couldn't say
Oh, but I know, it's gettin' better every day

Oh, it's gettin' better now
Every day
Yeah, yeah, yeah, yeah

I'm a hard workin' man doin all that I can
Tryin' to make ends meat
Just a makin' my way through this jungle today 
It's gettin' the best of me

But I know it's gettin' better
And a change is gonna come my way
Yes I know it's gettin' better
Better every day, oh ha yeah

Been a-changin' the scene if you know what I mean
Good things are comin' my way
Now I'm livin' my life and I'm doin' it right
Sun shinin' every day

I can feel it gettin' better
And a change is gonna come my way
Yes, I feel it gettin' better
Better every day

Now it's only gettin' better
And a change has finally come my way
Yes, it's only so much better
Uhh, gettin' better every day

Ahh, yeah, yeah, yeah
Gettin' better, oh every day
I feel it gettin' better
It's gettin' better
I'm gettin' better
I'm gettin better",0,1986
TRAKARY128F427253E.h5,The Ataris,The Hero Dies in This One,"As I leave here today
Apartment 108
I'll always keep you in my heart
Anderson is cold tonight,
The leaves are scattered on the ground
I miss the seasons in the comfort of your smile

Sometimes this song feels like a dream,
I'm waiting for someone just to wake me up from this life
As I look out on these fairgrounds,
I remember how our family split apart

I don't think I ever told you,
but I know you always did your best
in the hard times that only made us stronger

As I sit here all alone,
I wonder how I'm supposed to carry on
when you're gone

I'll never be the same without you,
I love you more than you will ever know
So maybe now you finally know:
sometimes we're helpless and alone,
but you can't let it keep you weighted down
You must go on

Do you ever feel like crying?
Do you ever feel like giving up?
I raise my hands up towards the sky
and say this prayer for you tonight,
because nothing is impossible

As I sit here all alone,
I wonder how I'm supposed to carry on
when you're gone

I'll never be the same without you,
I love you more than you will ever know
So maybe now you finally know: 
sometimes we're helpless and alone,
but you can't let it keep you weighted down
You must go on

The hardest part isn't finding what we need to be, 
it's being content with who we are

Stay who you are

Stay who you are
Stay who you are

Stay who you are
Stay who you are",0,2003
TRAKHXX128E07877EB.h5,Red Hot Chili Peppers,Emit Remmus (Album Version),"The California animal is a bear
Angeleno but the devil may care
Summer - time to talk to and swear
Later maybe we could share some air
I'll take to you the movies there
We could walk through Leicester Square
What could be wetter than
An English girl, American man

London in the summertime
Call me now, use the satellite
London in the summertime
Cuss me out and it'll be all right

Hesitate but don't refuse
The choice is yours but you said choose
The look she used was green and sharp
Stabbed that boy all in his heart
Come what may, the cosmos will
Take me up and down on Primirose Hill
What could be wetter than
An English girl, American man

London in the summertime
Call me now, use the satellite
London in the summertime
Cuss me out and it'll feel all right

Cuss me out and it'll feel all right
It's all right now
Call me now, use the satellite
It's all right
It's all right

Down and out and it'll sound all right
It's all right now
It's all right

The California flower is a poppy child
Felony sends me all the gold in your smile
Drift away from anyone you can
Nothing ever goes according to plan
Though I know that every river bends
Time to say hello to snow on the Thames
What could be wetter than
An English girl, American man

London in the summertime
Call me now, use the satellite
London in the summertime
Cuss me out and it'll feel all right",0,1999
TRAKHYP128E0792F07.h5,Patty Griffin,Moses,"Diamonds, roses I need Moses
To cross this sea of loneliness, part this red river of pain
I don't necessarily buy any key to the future or happiness
But I need a little place in the sun sometimes or I think I will die

But everywhere is somewhere and nowhere is near
Everybody got somebody with their wine and their beer
So I'm just this tragic figure in the corner over here
With an empty apartment and a best friend who is a queer

Every time I see him he smiles 
And tells me how well he is walking these miles
But he never ever asks a single thing about me
If I die he'd hear about it eventually

Diamonds, roses I need Moses
To cross this sea of loneliness, part this red river of pain

An everywhere is somewhere and nowhere is near
Everybody got somebody with their wine and their beer
So I'm just this tragic figure in the corner over here
Go home to an empty apartment and call a best friend who is queer

Diamonds, roses, I need Moses
To cross this sea of loneliness, part this red river of pain
To cross this sea of loneliness, part this red river of pain
To cross this sea of loneliness, part this red river of pain, of pain",0,1996
